ALink,SName,SLink,Lyric,language

More than words to show you feel
That your love for me is real

What would you say if I took those words away?

Then you couldn't make things new
Just by saying 'I love you'",en
/ivete-sangalo/,Mulher Brasileira (Toda Boa),/ivete-sangalo/mulher-brasileira-toda-boa.html,"Pele bronzeada mulher brasileira a coisa mais linda,
Chamada de avião corpo de violão a maior obra prima,
Em todos os cantos do universo se vê várias delas brilhar,
Fruto do pecado que o homem sempre quer desfrutar
A coisa mais linda que nasceu para o nosso bem
E quem ama levante o dedo e grita:

Amém!

Maravilhosa os meus elogios não são a tôa!
Você é a água que mata minha sede,
Mulher brasileira é toda boa!
Aii aii ela é toda boa!

(toda boa toda boa toda boa toda boa toda boa...)

Auto estima gordinha! Ta toda fofinha!
Auto estima magrinha! Ta toda durinha!
Auto estima negona! Ta toda gatinha!

Mulher brasileira ...

Olha toda boa toda boa ...
Agora eu quero ouvir: ai, ai ... Eu sou toda boa
Olha toda boa, toda boa ...",pt
/ivete-sangalo/,Música Pra Pular Brasileira,/ivete-sangalo/musica-pra-pular-brasileira.html,"É música pra pular brasileira, brasileira
O coro come na rua, é madeira, da madeira
Não dá pra ficar parado
Mil volts de alegria

Vou correndo atrás do trio
Sou gerador da folia
Em qualquer canto que eu for
Tem carnaval meu amor
Essa folia de rei pelo Brasil espalhei,
trouxe lá de Salvador
Balança aqui, balança lá que é música pra pular
Vem cair na brincadeira até o dia raiar",pt
/ivete-sangalo/,My Love,/ivete-sangalo/my-love.html,"My love, eu amo você
É tanto amor que em mim não cabe
My love, a lua veio ver
Nosso caso
que paixão
Nós rolamos pelo chão (bis)

Você me chama pra dançar
chama pra dançar
Eu a sua estrela, você o meu mar
Você me chama pra dançar
chama pra dançar
E a lua veio ver
A lua veio abençoar (bis).",pt
/ivete-sangalo/,Na Bahia Tem,/ivete-sangalo/na-bahia-tem.html,"Na Bahia tem - tem, tem, tem
Coco de vintém ô ia ia lá na Bahia tem
Na Bahia tem - tem, tem, tem
Coco de vintém ô ia ia lá na Bahia tem
Coco de vintém ô ia ia lá na Bahia tem",pt
/ivete-sangalo/,Na Base do Beijo,/ivete-sangalo/na-base-do-beijo.html,"Quando eu te pegar você vai ver...
você vai ver...ai de ti...ai de ti...

Vai se amarrar, só vai querer saber de mim
você vai se dar bem, e eu também
você vai se dar bem, e eu também

Comigo é na base do beijo,
Comigo é na base do amor
Comigo não tem disse me disse
não tem chove não molha
Desse jeito que eu sou
Comigo...
Comigo é na base do beijo,
Comigo é na base do amor
Comigo não tem disse me disse
não tem chove não molha
Desse jeito que eu sou

Quando amo é pra valer
Quando amo é pra valer
Dou carinho, me entrego, faço o amor acontecer

Quando amo é pra valer
Quando amo é pra valer
Dou carinho, me entrego, faço o amor acontecer

Vamos namorar beijar na boca
Vamos namorar beijar na boca
Vamos namorar beijar na boca
Vamos namorar beijar na boca",pt
/ivete-sangalo/,Na Base do Beijo / Manda Ver / Pra Abalar,/ivete-sangalo/na-base-do-beijo-manda-ver-pra-abalar.html,"Quando eu te pegar você vai ver
Você vai ver... ai de ti... ai de ti

Vai se amarrar, só vai querer saber de mim
Você vai se dar bem, e eu também
Você vai se dar bem, e eu também

Comigo é na base do beijo
Comigo é na base do amor
Comigo não tem disse me disse
Não tem chove não molha
Desse jeito que eu sou
Comigo
Comigo é na base do beijo
Comigo é na base do amor
Comigo não tem disse me disse
Não tem chove não molha
Desse jeito que eu sou

Quando amo é pra valer
Quando amo é pra valer
Dou carinho, me entrego, faço o amor acontecer

Quando amo é pra valer
Quando amo é pra valer
Dou carinho, me entrego, faço o amor acontecer

Vamos namorar beijar na boca
Vamos namorar beijar na boca
Vamos namorar beijar na boca
Vamos namorar beijar na boca

***

Vem correndo pros meus braços
Eu te peço, por favor
Não consigo ficar longe
Do seu colinho
Meu amor

Não vai adiantar fugir
Nosso destino Deus traçou
Vamos amar e permitir
Meu bem, o que passou, passou

Vem, estou esperando você
Pra gente fazer auê
Tome conta de mim do seu lado
Manda ver

Amar sem medo de ser feliz
Deixa o coração pedir bis
E quando o Eva passar
Amor, vem correndo
Me amar

***

Toda vez que você se banha em meu suor
Fico feliz que até perco a cabeça
Meus olhos sentem prazer e brilham como o sol
Por isso meu bem não desapareça

Sinto a cor da sua alegria perfumando o meu coração
No brilho da lua eu visto a fantasia
Prá cantar contente essa canção

Agora é prá valer
Confesso que meu xodó
Nasceu só prá você
É prá abalar

A estrutura do amor
Prá abalar
Seja como for",pt
/ivete-sangalo/,Na Janela (Part. Vitão),/ivete-sangalo/na-janela-part-vitao.html,"Minhã mãe sempre me falou
""Filha cuidado com tanto jogo de amor
Que essa vida é nada fácil""
Isso ela têm razão
Mas sempre que o coração
Pergunta se é sim ou não
A gente fala: ""é claro""
Deixa o pensamento de lado
Sabe que sentimento é mais claro
De sentir com a cabeça é tão raro

Longe de você talvez possa ser
Bom pra se esquecer
Nada que um banho de mar não apague

Eu sei que quando passar
A gente deixar todo sol entrar na janela
Como se fosse tu, tão doce
Que me trouxe luz de noite

Só sei, que eu já tô muito bem
Prefiro ser ninguém
Sem nada pra adoçar
Lar de família, amigo um bom lugar
Não quero mais nada que possa lembrar de nós
Ou talvez, outra vez
Quem sabe pra frente nos saber

Longe de você talvez possa ser
Bom pra se esquecer
Nada que um banho de mar não apague

Eu sei que quando passar
A gente deixar todo sol entrar na janela
Como se fosse tu, tão doce
Que me trouxe luz de noite

Deixa o sol entrar amor
Deixa te lembrar
Sei que todo esse calor
Não vai te queimar
Deixa o sol entrar amor
Deixa te lembrar
Sei que todo esse calor
Não vai te queimar

Eu sei que quando passar
A gente deixar todo sol entrar na janela
Como se fosse tu, tão doce
Que me trouxe luz de noite",pt
/ivete-sangalo/,Nabucodonosor,/ivete-sangalo/nabucodonosor.html,"Na boca e na boquinha
E foi papai quem falou
Menina linda, dengosa
Sou sua naja
Sou seu amor
Silenciosa gatinha, fofinha
Sou sua abelha rainha

Beijo com gosto de sal
Vou consultar meu peji
Um alto astral
Jeito louco de ser
Um baba por ali
Sou odalisca do seu metiê
Vou casar com você

Ouvi dizer que Babilônia é Salvador
É Salvador, é Salvador
Ouvi dizer que Babilônia é Salvador
Ouvi da boca de Nabucodonosor

Na boca e na boquinha
E foi mamãe quem falou
Tremendamente dengosa
Esse meu veneno te viciou
Todo manhoso
Vem cá, meu gatinho
E me enche de beijinhos

Beijo com gosto de sal
Do Oiapoque ao Chuí
Um alto astral
Jeito louco de ser
Um baba por ali
Sou odalisca do seu metiê
Quero casar com você

Ouvi dizer que Babilônia é Salvador
É Salvador, é Salvador
Ouvi dizer a que Babilônia é Salvador
Ouvi da boca de Nabucodonosor",pt
/ivete-sangalo/,Não Chore Não,/ivete-sangalo/nao-chore-nao.html,"Não chore não
Ainda estou contigo
Eu vim aqui
Pra te fazer feliz

No seu peito é seu aconchego
Com você eu não sinto medo
Tudo é mais bunito
Se você está do meu lado

Não chore não
Ainda estou contigo
Eu vim aqui
Pra te fazer feliz

No teu peito é seu aconchego
Com você eu não sinto medo
Tudo é mais bunito
Se você está do meu lado

He você, bem querer
Que me traz felicidades
HoHoHoHo

Pra você, bem querer
Que eu faço esses versos de amor

Hoo Hoo Hoo chalálálá
Hoo Hoo Hoo chalálálá",pt
/ivete-sangalo/,Não É Proibido,/ivete-sangalo/nao-e-proibido.html,"Jujuba, bananada, pipoca,
Cocada, queijadinha, sorvete,
Chiclete, sundae de chocolate

Paçoca, mariola, quindim,
Frumelo, doce de abóbora com coco,
Bala juquinha, algodão doce, manjar

Venha pra cá, venha comigo,
A hora é pra já, não é proibido,
Vou te contar, tá divertido,
Pode chegar

Uh, uh, uh
Vai ser nesse fim de semana,
Manda um e-mail para a Joana vir

Uh, uh, uh
Não precisa bancar bacana,
Fala para o Peixoto chegar aí

Traz todo mundo,
Tá liberado,
É so chegar

Traz toda gente,
Tá convidado,
É pra dançar

Toda tristeza,
Deixa lá fora,
Chega pra cá",pt
/ivete-sangalo/,Não Me Compares (No Me Compares),/ivete-sangalo/nao-me-compares-no-me-compares.html,"Agora que gemem mais pálidas nossas memórias
Que há neve no televisor
Agora que chove na sala e se apagam
As velas do barco que me iluminou
Agora que canta o tempo chorando seus versos
E o mundo enfim despertou
Agora perdido em um silêncio feroz
Que quer desatar esses nós

Agora enxergamos direito
E podemos nos ver por detrás do rancor
Agora eu te digo de onde venho
E dos caminhos que a paixão tomou
Agora o destino é ermo
E nos encontramos neste furacão
Agora eu te digo de onde venho
E do que é feito o meu coração...

Vengo del aire
Que te secaba a ti la piel, mi amor
Yo soy la calle, donde te lo encontraste a él
No me compares, bajé a la tierra en un pincel por ti
Imperdonable, que yo no me parezco a él
Ni a él, ni a nadie

Ahora que saltan los gatos
Buscando las sobras, maúllas la triste canción
Ahora que tú te has quedao sin palabras
Comparas, comparas, con tanta pasión

Ahora podemos mirarnos
Sin miedo al reflejo en el retrovisor
Ahora te enseño de dónde vengo
Y las heridas que me dejó el amor
Ahora no quiero aspavientos
Tan sólo una charla tranquila entre nos
Si quieres te cuento por qué te quiero
Y si quieres cuento por qué no

Você não sabe
Por onde andei depois de tudo, amor
Eu sou a chave, da porta onde encontraste alguém
Não me compares
Não busque nela o olhar que dei a ti
Imperdoável que eu não seja igual a ela
Então não fale, que alguém te toca como eu toquei
Que se acabe e que tu partas sem saber
E para sempre, ninguém te toca como eu toquei
Que se acabe...
Yo soy tu alma tú eres mi aire!

Que nos separen, si es que pueden
Que nos separen, que lo intenten
Que nos separen, que lo intenten
Yo soy tu alma y tú mi suerte
Que nos separen, si es que pueden
Que nos desclaven, que lo intenten
Que nos separen, que lo intenten
Yo soy tu alma y tú mi suerte",es
/ivete-sangalo/,Não Me Faça Esperar,/ivete-sangalo/nao-me-faca-esperar.html,"(1ª Parte)
Tô trocando o meu abraço pelo seu sorriso
Não me faça esperar.
Tá rolando um comentário que a gente tem tudo pra se
dar bem.
Sinto tá batendo forte,
tô jogando limpo sem querer te enganar
Sonho e tô fazendo planos, tô juntando grana
Pra poder viajar.

Não desfaça desse amor,
O seu jeito me conquistou, já botei café na mesa.
Quero tanto te falar,
Arranjei um jeito de amar que você só vai se dar bem.

(Refrão)
(Aí) É só você chegar de mansinho...
(Aí) que eu te levo com carinho...
(Aí) Você não vai mais duvidar,
Que eu me derreto todo por aí...
(Aí) É só você chegar de mansinho...
(Aí) que eu te levo com carinho...
(Aí) Você não vai mais duvidar,
Que eu me derreto todo por você.

(2ª Parte)
Tô trocando o meu abraço pelo seu sorriso
Não me faça esperar.
Tá rolando um comentário que a gente tem tudo pra se
dar bem.
Sinto tá batendo forte,
tô jogando limpo sem querer te enganar
Sonho e tô fazendo planos, tô juntando grana
Pra talvez viajar.

Não desfaça desse amor,
O seu jeito me conquistou, já botei café na mesa.
Quero tanto te falar,
Arranjei um jeito de amar que você só vai se dar bem.

(Refrão)
(Aí) É só você chegar de mansinho...
(Aí) que eu te levo com carinho...
(Aí) Você não vai mais duvidar,
Que eu me derreto todo por aí...
(Aí) É só você chegar de mansinho...
(Aí) que eu te levo com carinho...
(Aí) Você não vai mais duvidar,
Que eu me derreto... (WÔ WÔ)

Não desfaça desse amor,
O seu jeito me conquistou, já botei café na mesa.
Quero tanto te falar,
Arranjei um jeito de amar que você só vai se dar bem.
(falei/falei)
(Refrão)
(Aí) É só você chegar de mansinho...
(Aí) que eu te levo com carinho...
(Aí) Você não vai mais duvidar,
Que eu me derreto todo por aí...
(Aí) É só você chegar de mansinho...
(Aí) que eu te levo com carinho...
(Aí) Você não vai mais duvidar,
Que eu me derreto por você...
Eu me derreto todo por você!",pt
/ivete-sangalo/,Não Me Olha Assim (Part. Tom Kray),/ivete-sangalo/nao-me-olha-assim-part-tom-kray.html,"Não me olhe assim
Como que não quer
Quanto mais você tenta disfarçar
Mas você se entrega com o olhar
Não vale mentir assim
Nem se enganar
Se tocar pega fogo, vai tudo de novo
Eu sei, você quer se queimar
Pode chegar, deixa rolar
Que a gente sempre entendi
Se vai ficar, vou te avisar
A noite é tão pouco pra gente
Quero que tempo pare, pra eu ficar com você
O seu corpo me da detalhe, me faz perceber
Assuma, meu beijo te chama
A gente se encaixa e se ama
Rolou e rolou
A gente nem chega na cama
A gente se encaixa e se ama
E rolou, rolou",pt
/ivete-sangalo/,Não Pode Parar (Com Mc Zaac),/ivete-sangalo/nao-pode-parar-com-mc-zaac.html,"Eu tô entendendo você me querendo
E a gente fervendo na pista
Todo mundo tá olhando você me secando dizendo me atiça
Vem
Não para e vem
Não
Vai
Até o chão que tem

Agora eu quero ver
Vem com o Zaac e vem com a Ivete

Se quer batida do funk mistura de sampa tambor e Bahia
Esquece os problemas e aquece o corpo na vibe que o ponto te guia, vem
Desce que o beat começou, vem, vem
Quero ver tu aguentar, hã? Hã?
Se joga na onda
Destrava vem coisa que embrasa não pode parar, uh!

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
Agora eu quero ver

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
E agora eu quero ver

Que balanço hen! Oh!
Swingueira, como não te conhecia esse tempo todo?
Viciante com teu jeito marcante nem o Zaac resistiu
Quebradeira
Olha o que ela faz com o monumento chamado de corpo, esquece!
Quando ela quebra não tem como resistir

Tô te entendendo você me querendo
E a gente fervendo na pista
Todo mundo tá olhando você me secando dizendo me atiça
Vem
Não para e vem
Vai
Até o chão que tem

Chão, chão, chão, chão

Bagulho doido

Que loucura
Que gostoso

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
E agora eu quero ver

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
E agora eu quero ver

A verdadeira mistura de funk, tambor e Bahia

Eu tô entendendo você me querendo
E a gente fervendo na pista
Todo mundo tá olhando você me secando dizendo me atiça
Vem
Não para e vem
Não
Vai
Até o chão que tem

Agora eu quero ver
Vem com o Zaac e vem com a Ivete

Se quer batida do funk mistura de sampa tambor e Bahia
Esquece os problemas e aquece o corpo na vibe que o ponto te guia, vem
Desce que o beat começou, vem, vem
Quero ver tu aguentar, hã? Hã?
Se joga na onda
Destrava vem coisa que embrasa não pode parar, uh!

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
Agora eu quero ver

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
E agora eu quero ver

Que balanço hein! Oh!
Swingueira, como não te conhecia esse tempo todo?
Viciante com teu jeito marcante nem o Zaac resistiu
Quebradeira
Olha o que ela faz com o monumento chamado de corpo, esquece!
Quando ela quebra não tem como resistir

Tô te entendendo você me querendo
E a gente fervendo na pista
Todo mundo tá olhando você me secando dizendo me atiça
Vem
Não para e vem
Vai
Até o chão que tem

Chão, chão, chão, chão

Bagulho doido

Que loucura
Que gostoso

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
E agora eu quero ver

Perto de você tento não me perder
Sinto seu compasso agora é pra valer
Não para
Me deixa envolver
Prepara
E agora eu quero ver

A verdadeira mistura de funk, tambor e Bahia",pt
/ivete-sangalo/,Não Quero Dinheiro Só Quero Amar,/ivete-sangalo/nao-quero-dinheiro-so-quero-amar.html,"Espero para ver se você vem
Não te troco nessa vida por ninguém
Porque eu te amo
Eu te quero bem (ah como eu quero)
Acontece que na vida a gente tem
Que ser feliz por ser amado por alguém
Porque eu te amo
Eu te adoro, meu amor
A semana inteira fiquei esperando
Pra te ver sorrindo
Pra te ver cantando
Quando a gente ama não pensa em dinheiro
Só se quer amar
Se quer amar
Se quer amar
De jeito maneira
Não quero dinheiro
Eu quero amor sincero
Isto é que eu espero
Grito ao mundo inteiro
Não quero dinheiro
Eu só quero amar
Vou pedir pra você voltar
Vou pedir pra você ficar
Eu te amo (como eh que eh)
Eu te quero bem
Vou pedir pra você gostar
Vou pedir pra você ficar
Porque eu te amo
Eu te adoro, meu amor
A semana inteira fiquei esperando
Pra te ver sorrindo
Pra te ver cantando
Quando a gente ama não pensa em dinheiro
Só se quer amar
Se quer amar
Se quer amar
De jeito maneira
Não quero dinheiro
Eu quero amor sincero
Isto é que eu espero
Grito ao mundo inteiro
Não quero dinheiro
Eu só quero amar
A semana inteira fiquei esperando
Pra te ver sorrindo
Pra te ver cantando
Quando a gente ama não pensa em dinheiro.....",pt
/ivete-sangalo/,Não Vale Mais Chorar,/ivete-sangalo/nao-vale-mais-chorar.html,"Não vale mais chorar por ele
ele jamais te amou...
jamais te amou... (bis)

Você sofreu,
você chorou
Ele nem te ligou(bis)

Quantas vezes vi você
na solidão,chorando
sofrendo era só desilusão

Quem ama protege,
faz tudo pelo amor
seu coração está sofrendo
por falta de amor

Ele não te quis
não soube ser feliz
Quando percebeu
Já era tarde demais
É como cristal quebrado
que não cola jamais

Ele tinha o seu amor
Não soube dar valor
Agora ele chora
Por falta do seu calor
Por isso estou aqui pra
conquistar o seu amor

Não vale mais chorar por ele
Ele jamais te amou....",pt
/ivete-sangalo/,Não Vou Ficar,/ivete-sangalo/nao-vou-ficar.html,"Há muito tempo eu vivi calado
Mas agora resolvi falar
Chegou a hora, tem que ser agora
E com você não posso mais ficar
Não vou ficar, não (não, não)
Não posso mais ficar, não, não, não
Não posso mais ficar, não
Toda verdade deve ser falada
E não vale nada se enganar
Não tem mais jeito, tudo está desfeito
E com você não posso mais ficar
Não vou ficar, não (não, não)
Não posso mais ficar, não, não, não(Não, não)
Não posso mais ficar não
Pensando bem
Não vale a pena
Ficar tentando em vão
O nosso amor não tem mais solução
Não, não, não, não, não, não, não

Por isso resolvi agora
Te deixar de fora do meu coração
Com você não dá mais certo e ficar sozinho
É minha solução, é solução sim (ah, ah)
Não tem mais solução, não, não, não

Não tem mais solução, não
Pensando bem
Não vale a pena
Ficar tentando em vão
O nosso amor não tem mais condição
Não, não, não, não, não, não, não

Por isso resolvi agora
Lhe deixar de fora do meu coração
Com você não dá mais certo e ficar sozinho
É minha solução, é solução sim (ah, ah)
Não tem mais solução, não, não, não,
Não tem mais solução, não, não, não
Não tem mais solução não",pt
/ivete-sangalo/,Narizinho,/ivete-sangalo/narizinho.html,"Narizinho, Narizinho
Sonha, sonha com amigos
Uma fada brasileira
De agrados e castigos

Sonhando abri a porta
Do reino das águas claras
Um céu de estrelas marinhas
Um chão de conchas raras

Uma aranha sobe e desce
Vem e tece o seu vestido
Com as cores do pedido
Felicidade brilhante

A boneca, já falante
Lhe foge entre os dedos
Nastácia, o pesadelo
De acorda-la sempre antes

Os heróis de outras histórias
Tão cansados e inocentes
Vão deixar as suas glórias
Pra viver junto da gente",pt
/ivete-sangalo/,Natal das Crianças,/ivete-sangalo/natal-das-criancas.html,"Natal, Natal das crianças
Natal da noite de luz
Natal da estrela-guia
Natal do Menino Jesus

Blim, blão, blim, blão
blim, blão
Bate o sino na matriz
Papai, mamãe rezando
Para o mundo ser feliz

Blim, blão, blim, blão
blim, blão
O Papai Noel chegou
Também trazendo presentes
Para Vovó e Vovô",pt
/ivete-sangalo/,Natural Collie,/ivete-sangalo/natural-collie.html,"Been down in the valley
Smoking natural collie
Getting inspiration
Spreading it through the nation
Spreading it
Cause that's my work
Yes, I'm spreading it
Cause there's nothing else to do
People…look around you
Can't you see we're living in poverty
This pain is too much for me
Oh Jah, oh Jah, oh Jah
Save the people
Free them from captivity
This pain is too much to be
Oh Jah, oh Jah, oh Jah
In the Jah, Jah Kingdom
You've got to be full of wisdom
Knowledge and overstanding
Giving you my command /
Jah commands you
To do his work
And if you don't
You'll raise up stones",en
/ivete-sangalo/,Never Gonna Give You Up (abertura Instrumental),/ivete-sangalo/never-gonna-give-you-up-abertura-instrumental.html,instrumental,NA
/ivete-sangalo/,No Brilho Desse Olhar,/ivete-sangalo/no-brilho-desse-olhar.html,"Quem mandou você me olhar desse jeito
Agora vai ter que cuidar desse amor
Não tem mais jeito
Isso é perfeito
Isso é perfeito

Toda vez que você vem faço festa
Eu conto as horas pra poder te tocar
Fico pensando
Se eu te mereço
Se eu te mereço

Lá fora a chuva cai
E nós dois aqui
A arder de amor
A arder de amor
O tempo pára quando a gente ama

Quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar

Eu quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar

Toda vez que você vem faço festa
Eu conto as horas pra poder te tocar
Fico pensando
Se eu te mereço
Se eu te mereço

Lá fora a chuva cai
E nós dois aqui
A arder de amor
A arder de amor
O tempo pára quando a gente ama

Quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar

Eu quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar",pt
/ivete-sangalo/,"No Groove (Pega, Pega, Pega)",/ivete-sangalo/no-groove-pega-pega-pega.html,"Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

Tô pra onda
Tô a fim
Tô chegando
Cole em mim
Tá rolando
Guitarrinha
Africana
Suingadinha

Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega
No groove, groove
Vai, vai, vai (vem, meu amor!)

Tô pra onda
Tô a fim
Tô chegando
Cola em mim
Tá rolando
Guitarrinha
Africana
Suingadinha

Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

No groove, groove
Pega, pega, pega (pega, pega, pega)
No groove, groove
Pega, pega, pega (vai que tá gostoso)
No groove, groove
Pega, pega, pega
No groove, groove
Ai ai ai

Ivetinha e Psirico
Márcio Vitor e Ivetinha
Chega aí, no groove, vem
Ivetinha

Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

No groove
(Venha!)

No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega, pega, pega, pega (ai ai ai)

No groove, groove
Pega, pega, pega (quero ver)
No groove, groove
Pega, pega, pega (assim tá bom demais)
No groove, groove
Pega, pega, pega
No groove, groove
Ai ai ai",pt
/ivete-sangalo/,No Me Compares,/ivete-sangalo/no-me-compares.html,"Agora que gemem mais pálidas nossas memórias
que a neve no televisor
Agora que chove nas sala e se apagam
as velas do barco que me iluminou
Agora que canta o tempo chorando seus versos
e o mundo enfim despertou

Agora perdido em um silêncio feroz
que quer desatar esses nós
Agora enxergamos direito
e podemos nos ver por de trás do rancor
Agora te digo de onde venho
e dos caminhos que a paixão tomou
Agora o destino é ermo e nos encontramos neste furacão
Agora eu te digo de onde venho e do que é feito o meu coração

Vengo del aire
Que te secaba a ti la piel, mi amor
Yo soy la calle, donde te lo encontraste a él
No me compares, bajé a la tierra en un pincel por ti
Imperdonable, que yo no me parezco a él
Ni a él, ni a nadie

Ahora que saltan los gatos
Buscando las sobras, maúllas la triste canción
Ahora que tú te has quedao sin palabras
Comparas, comparas, con tanta pasión

Ahora podemos mirarnos
Sin miedo al reflejo en el retrovisor
Ahora te enseño de dónde vengo
Y las heridas que me dejó el amor
Ahora no quiero aspavientos
Tan sólo una charla tranquila entre nos
Si quieres te cuento por qué te quiero
Y si quieres cuento por qué no

Você não sabe por onde andei depois de tudo amor
Eu sou a chave, da porta onde encontraste alguém
Não (No) me compares
Não busque nela o olhar que dei a ti
Imperdoável que eu não seja igual a ela
Então não fale, que alguém te toca como eu toquei
Que se acabe e que tu partas sem saber
E para sempre, ninguém te toca como eu toquei
Que se acabe... yo soy tu alma tu eres me aire!",pt
/ivete-sangalo/,No Meio do Povão,/ivete-sangalo/no-meio-do-povao.html,"Eu parei no tempo e estou leve
Espero que esse beat me carregue
E me jogue lá no meio do povão

Eu parei no tempo e estou leve
Espero que esse reggae me carregue
E me jogue lá no meio do salão

Eu sou do batuquê
Sou do levadão
Sou do ilê
Sou do batidão, negão
Sou do batuquê
Sou do levadão
Sou do ilê
Sou do batidão, negão
Sou da paz e do amor
E vim aqui pra lhe mostrar como é que é

Quando eu passar
Vou levar
Quando eu cantar
Vai tremer
Avisa que Ivetinha tá passando
O povo vai descer pra ver (2x)

Ei, mano
Que dança é essa? Me ensina a fazer
Ei, mano
Sou lá da quebrada e gostei de você
Valeu, mano
Oh, vá com Deus
A gente se bate
A gente se vê

Eu disse, eu disse, eu disse...",pt
/ivete-sangalo/,No Meio do Povão / Citação: Depois Que o Ilê Passar (Part. The Stomp),/ivete-sangalo/no-meio-do-povao-citacao-depois-que-o-ile-passar-part-the-stomp.html,"Eu parei no tempo e estou leve
Espero que esse beat me carregue
E me jogue lá no meio do povão

Eu parei no tempo e estou leve
Espero que esse beat me carregue
E me jogue lá no meio do salão

Eu sou do batuque
Sou do levadão
Sou do ilê
Sou do batidão, negão
Sou do batuque
Sou do levadão
Sou do Ilê
Sou do batidão, negão
Sou da paz e do amor
E vim aqui pra lhe mostrar como é que é

E quando eu passar, vou levar
E quando eu cantar, vai tremer
Avisa que Ivetinha tá passando
E o povo vai descer pra ver

E quando eu passar, vou levar

Quero ver você passar
(sou da paz e do amor, vim mostrar como é que é)

E quando eu passar, vou levar",pt
/ivete-sangalo/,No Ritmo do Coração,/ivete-sangalo/no-ritmo-do-coracao.html,"Dance, no rítmo do coração
Sinta a sensação de gostar
De alguém
Me traga um beijo
Com gosto de você
Faça o meu corpo dizer

Dance, me traga sempre em suas mãos
Deixa eu sentir isso também, meu bem
Me da um beijo
Com gosto de você
Faça o meu corpo dizer

Que tal você me convidar
Pra descobrir sensações
E lado a lado a gente vai ser feliz
Eu penso nas loucuras que o mundo pode trazer
Quando eu estiver com você

Eu vou ficar em paz
Viver a vida muito mais
Eu tô sorrindo
E achando lindo

E deve ser mesmo assim
Tendo você perto de mim
Eu tô sorrindo
E achando lindo

É so amor",pt
